2.080000000000000000e+02 6.580000000000000000e+02 2.760000000000000000e+02 3.700000000000000000e+01
2.160000000000000000e+02 6.550000000000000000e+02 2.800000000000000000e+02 3.500000000000000000e+01
2.120000000000000000e+02 6.600000000000000000e+02 2.720000000000000000e+02 3.300000000000000000e+01
2.070000000000000000e+02 6.610000000000000000e+02 2.770000000000000000e+02 3.900000000000000000e+01
2.100000000000000000e+02 6.630000000000000000e+02 2.750000000000000000e+02 3.100000000000000000e+01
2.110000000000000000e+02 6.520000000000000000e+02 2.720000000000000000e+02 3.600000000000000000e+01
2.080000000000000000e+02 6.650000000000000000e+02 2.810000000000000000e+02 4.000000000000000000e+01
2.020000000000000000e+02 6.630000000000000000e+02 2.730000000000000000e+02 3.200000000000000000e+01
2.050000000000000000e+02 6.620000000000000000e+02 2.800000000000000000e+02 3.800000000000000000e+01
2.090000000000000000e+02 6.630000000000000000e+02 2.760000000000000000e+02 3.200000000000000000e+01
2.070000000000000000e+02 6.600000000000000000e+02 2.760000000000000000e+02 3.800000000000000000e+01
2.050000000000000000e+02 6.560000000000000000e+02 2.800000000000000000e+02 3.600000000000000000e+01
2.150000000000000000e+02 6.610000000000000000e+02 2.750000000000000000e+02 3.300000000000000000e+01
2.000000000000000000e+02 6.540000000000000000e+02 2.790000000000000000e+02 3.700000000000000000e+01
2.090000000000000000e+02 6.590000000000000000e+02 2.790000000000000000e+02 3.300000000000000000e+01
2.110000000000000000e+02 6.470000000000000000e+02 2.730000000000000000e+02 3.400000000000000000e+01
2.040000000000000000e+02 6.640000000000000000e+02 2.790000000000000000e+02 3.800000000000000000e+01
2.080000000000000000e+02 6.540000000000000000e+02 2.740000000000000000e+02 2.800000000000000000e+01
2.070000000000000000e+02 6.560000000000000000e+02 2.740000000000000000e+02 3.200000000000000000e+01
2.050000000000000000e+02 6.530000000000000000e+02 2.770000000000000000e+02 3.200000000000000000e+01
2.100000000000000000e+02 6.580000000000000000e+02 2.720000000000000000e+02 3.600000000000000000e+01
2.050000000000000000e+02 6.560000000000000000e+02 2.790000000000000000e+02 3.800000000000000000e+01
2.120000000000000000e+02 6.630000000000000000e+02 2.750000000000000000e+02 3.000000000000000000e+01
2.080000000000000000e+02 6.530000000000000000e+02 2.770000000000000000e+02 3.700000000000000000e+01
2.140000000000000000e+02 6.570000000000000000e+02 2.760000000000000000e+02 3.300000000000000000e+01
2.120000000000000000e+02 6.490000000000000000e+02 2.750000000000000000e+02 3.800000000000000000e+01
2.110000000000000000e+02 6.560000000000000000e+02 2.790000000000000000e+02 3.800000000000000000e+01
2.100000000000000000e+02 6.630000000000000000e+02 2.780000000000000000e+02 3.300000000000000000e+01
2.080000000000000000e+02 6.570000000000000000e+02 2.810000000000000000e+02 3.500000000000000000e+01
2.110000000000000000e+02 6.620000000000000000e+02 2.780000000000000000e+02 3.500000000000000000e+01
2.140000000000000000e+02 6.570000000000000000e+02 2.770000000000000000e+02 3.800000000000000000e+01
2.110000000000000000e+02 6.570000000000000000e+02 2.790000000000000000e+02 3.600000000000000000e+01
2.130000000000000000e+02 6.650000000000000000e+02 2.710000000000000000e+02 3.500000000000000000e+01
2.000000000000000000e+02 6.560000000000000000e+02 2.830000000000000000e+02 3.500000000000000000e+01
2.130000000000000000e+02 6.590000000000000000e+02 2.770000000000000000e+02 3.600000000000000000e+01
2.110000000000000000e+02 6.520000000000000000e+02 2.760000000000000000e+02 3.800000000000000000e+01
2.090000000000000000e+02 6.640000000000000000e+02 2.790000000000000000e+02 4.000000000000000000e+01
2.140000000000000000e+02 6.560000000000000000e+02 2.750000000000000000e+02 3.100000000000000000e+01
2.120000000000000000e+02 6.550000000000000000e+02 2.790000000000000000e+02 4.000000000000000000e+01
2.130000000000000000e+02 6.590000000000000000e+02 2.790000000000000000e+02 3.200000000000000000e+01
2.150000000000000000e+02 6.530000000000000000e+02 2.730000000000000000e+02 3.600000000000000000e+01
2.080000000000000000e+02 6.560000000000000000e+02 2.770000000000000000e+02 3.800000000000000000e+01
2.080000000000000000e+02 6.640000000000000000e+02 2.760000000000000000e+02 3.100000000000000000e+01
2.030000000000000000e+02 6.550000000000000000e+02 2.750000000000000000e+02 3.400000000000000000e+01
2.070000000000000000e+02 6.490000000000000000e+02 2.780000000000000000e+02 3.900000000000000000e+01
2.070000000000000000e+02 6.610000000000000000e+02 2.730000000000000000e+02 3.300000000000000000e+01
2.030000000000000000e+02 6.570000000000000000e+02 2.790000000000000000e+02 3.700000000000000000e+01
2.050000000000000000e+02 6.590000000000000000e+02 2.770000000000000000e+02 3.000000000000000000e+01
2.150000000000000000e+02 6.520000000000000000e+02 2.750000000000000000e+02 3.700000000000000000e+01
2.050000000000000000e+02 6.610000000000000000e+02 2.790000000000000000e+02 3.500000000000000000e+01
2.100000000000000000e+02 6.550000000000000000e+02 2.720000000000000000e+02 3.300000000000000000e+01
2.080000000000000000e+02 6.510000000000000000e+02 2.790000000000000000e+02 3.100000000000000000e+01
2.120000000000000000e+02 6.670000000000000000e+02 2.750000000000000000e+02 3.200000000000000000e+01
2.050000000000000000e+02 6.560000000000000000e+02 2.770000000000000000e+02 3.500000000000000000e+01
2.120000000000000000e+02 6.550000000000000000e+02 2.790000000000000000e+02 3.800000000000000000e+01
2.160000000000000000e+02 6.610000000000000000e+02 2.740000000000000000e+02 3.200000000000000000e+01
2.040000000000000000e+02 6.670000000000000000e+02 2.790000000000000000e+02 3.800000000000000000e+01
2.060000000000000000e+02 6.620000000000000000e+02 2.750000000000000000e+02 3.100000000000000000e+01
2.100000000000000000e+02 6.520000000000000000e+02 2.750000000000000000e+02 3.800000000000000000e+01
2.110000000000000000e+02 6.650000000000000000e+02 2.790000000000000000e+02 3.500000000000000000e+01
2.070000000000000000e+02 6.680000000000000000e+02 2.780000000000000000e+02 3.800000000000000000e+01
2.070000000000000000e+02 6.550000000000000000e+02 2.800000000000000000e+02 4.500000000000000000e+01
2.160000000000000000e+02 6.650000000000000000e+02 2.760000000000000000e+02 3.400000000000000000e+01
2.110000000000000000e+02 6.600000000000000000e+02 2.760000000000000000e+02 3.900000000000000000e+01
2.050000000000000000e+02 6.630000000000000000e+02 2.780000000000000000e+02 3.800000000000000000e+01
2.140000000000000000e+02 6.620000000000000000e+02 2.720000000000000000e+02 3.300000000000000000e+01
2.050000000000000000e+02 6.640000000000000000e+02 2.790000000000000000e+02 3.500000000000000000e+01
2.090000000000000000e+02 6.610000000000000000e+02 2.790000000000000000e+02 3.200000000000000000e+01
2.110000000000000000e+02 6.520000000000000000e+02 2.780000000000000000e+02 3.600000000000000000e+01
2.080000000000000000e+02 6.630000000000000000e+02 2.780000000000000000e+02 3.300000000000000000e+01
2.110000000000000000e+02 6.590000000000000000e+02 2.730000000000000000e+02 3.300000000000000000e+01
2.050000000000000000e+02 6.560000000000000000e+02 2.790000000000000000e+02 4.000000000000000000e+01
2.100000000000000000e+02 6.530000000000000000e+02 2.740000000000000000e+02 2.900000000000000000e+01
2.040000000000000000e+02 6.530000000000000000e+02 2.760000000000000000e+02 3.500000000000000000e+01
2.090000000000000000e+02 6.640000000000000000e+02 2.790000000000000000e+02 3.200000000000000000e+01
2.120000000000000000e+02 6.550000000000000000e+02 2.730000000000000000e+02 3.100000000000000000e+01
2.040000000000000000e+02 6.600000000000000000e+02 2.780000000000000000e+02 3.900000000000000000e+01
2.090000000000000000e+02 6.640000000000000000e+02 2.750000000000000000e+02 3.300000000000000000e+01
2.120000000000000000e+02 6.510000000000000000e+02 2.750000000000000000e+02 3.400000000000000000e+01
2.100000000000000000e+02 6.550000000000000000e+02 2.790000000000000000e+02 3.900000000000000000e+01
2.070000000000000000e+02 6.600000000000000000e+02 2.760000000000000000e+02 2.900000000000000000e+01
2.060000000000000000e+02 6.480000000000000000e+02 2.790000000000000000e+02 3.900000000000000000e+01
2.110000000000000000e+02 6.590000000000000000e+02 2.770000000000000000e+02 3.300000000000000000e+01
2.070000000000000000e+02 6.550000000000000000e+02 2.740000000000000000e+02 3.400000000000000000e+01
2.130000000000000000e+02 6.570000000000000000e+02 2.770000000000000000e+02 3.800000000000000000e+01
2.090000000000000000e+02 6.620000000000000000e+02 2.730000000000000000e+02 3.300000000000000000e+01
2.170000000000000000e+02 6.670000000000000000e+02 2.770000000000000000e+02 3.200000000000000000e+01
2.110000000000000000e+02 6.650000000000000000e+02 2.790000000000000000e+02 3.600000000000000000e+01
2.150000000000000000e+02 6.620000000000000000e+02 2.730000000000000000e+02 3.100000000000000000e+01
2.050000000000000000e+02 6.610000000000000000e+02 2.780000000000000000e+02 3.800000000000000000e+01
2.150000000000000000e+02 6.610000000000000000e+02 2.780000000000000000e+02 3.600000000000000000e+01
2.050000000000000000e+02 6.560000000000000000e+02 2.770000000000000000e+02 3.700000000000000000e+01
2.100000000000000000e+02 6.630000000000000000e+02 2.790000000000000000e+02 3.100000000000000000e+01
2.110000000000000000e+02 6.540000000000000000e+02 2.720000000000000000e+02 3.700000000000000000e+01
2.110000000000000000e+02 6.560000000000000000e+02 2.790000000000000000e+02 4.000000000000000000e+01
2.170000000000000000e+02 6.590000000000000000e+02 2.760000000000000000e+02 3.300000000000000000e+01
2.050000000000000000e+02 6.550000000000000000e+02 2.700000000000000000e+02 3.000000000000000000e+01
2.060000000000000000e+02 6.540000000000000000e+02 2.780000000000000000e+02 3.300000000000000000e+01
2.100000000000000000e+02 6.600000000000000000e+02 2.730000000000000000e+02 3.400000000000000000e+01
2.020000000000000000e+02 6.590000000000000000e+02 2.780000000000000000e+02 3.700000000000000000e+01
2.060000000000000000e+02 6.630000000000000000e+02 2.750000000000000000e+02 3.500000000000000000e+01
2.060000000000000000e+02 6.500000000000000000e+02 2.800000000000000000e+02 4.100000000000000000e+01
2.090000000000000000e+02 6.670000000000000000e+02 2.760000000000000000e+02 3.000000000000000000e+01
2.010000000000000000e+02 6.530000000000000000e+02 2.760000000000000000e+02 3.600000000000000000e+01
2.100000000000000000e+02 6.590000000000000000e+02 2.800000000000000000e+02 3.900000000000000000e+01
2.130000000000000000e+02 6.600000000000000000e+02 2.720000000000000000e+02 3.300000000000000000e+01
2.030000000000000000e+02 6.530000000000000000e+02 2.770000000000000000e+02 3.500000000000000000e+01
2.100000000000000000e+02 6.570000000000000000e+02 2.780000000000000000e+02 3.000000000000000000e+01
2.110000000000000000e+02 6.540000000000000000e+02 2.730000000000000000e+02 4.000000000000000000e+01
2.080000000000000000e+02 6.590000000000000000e+02 2.790000000000000000e+02 3.600000000000000000e+01
2.090000000000000000e+02 6.610000000000000000e+02 2.720000000000000000e+02 3.600000000000000000e+01
2.120000000000000000e+02 6.580000000000000000e+02 2.790000000000000000e+02 3.800000000000000000e+01
2.150000000000000000e+02 6.670000000000000000e+02 2.740000000000000000e+02 3.000000000000000000e+01
2.060000000000000000e+02 6.560000000000000000e+02 2.790000000000000000e+02 3.400000000000000000e+01
2.070000000000000000e+02 6.600000000000000000e+02 2.800000000000000000e+02 3.900000000000000000e+01
2.180000000000000000e+02 6.660000000000000000e+02 2.740000000000000000e+02 3.300000000000000000e+01
2.100000000000000000e+02 6.680000000000000000e+02 2.730000000000000000e+02 3.400000000000000000e+01
2.100000000000000000e+02 6.560000000000000000e+02 2.810000000000000000e+02 3.200000000000000000e+01
2.170000000000000000e+02 6.600000000000000000e+02 2.740000000000000000e+02 3.700000000000000000e+01
2.040000000000000000e+02 6.610000000000000000e+02 2.820000000000000000e+02 3.700000000000000000e+01
2.110000000000000000e+02 6.640000000000000000e+02 2.780000000000000000e+02 3.400000000000000000e+01
2.060000000000000000e+02 6.550000000000000000e+02 2.780000000000000000e+02 3.800000000000000000e+01
2.100000000000000000e+02 6.580000000000000000e+02 2.770000000000000000e+02 4.000000000000000000e+01
2.070000000000000000e+02 6.600000000000000000e+02 2.760000000000000000e+02 3.500000000000000000e+01
2.100000000000000000e+02 6.570000000000000000e+02 2.810000000000000000e+02 3.400000000000000000e+01
2.100000000000000000e+02 6.590000000000000000e+02 2.720000000000000000e+02 3.100000000000000000e+01
2.070000000000000000e+02 6.550000000000000000e+02 2.730000000000000000e+02 3.600000000000000000e+01
2.100000000000000000e+02 6.630000000000000000e+02 2.750000000000000000e+02 3.100000000000000000e+01
2.070000000000000000e+02 6.540000000000000000e+02 2.780000000000000000e+02 3.800000000000000000e+01
2.080000000000000000e+02 6.630000000000000000e+02 2.780000000000000000e+02 3.200000000000000000e+01
2.050000000000000000e+02 6.570000000000000000e+02 2.750000000000000000e+02 3.500000000000000000e+01
2.010000000000000000e+02 6.650000000000000000e+02 2.810000000000000000e+02 3.300000000000000000e+01
2.100000000000000000e+02 6.550000000000000000e+02 2.700000000000000000e+02 3.100000000000000000e+01
2.100000000000000000e+02 6.550000000000000000e+02 2.790000000000000000e+02 3.500000000000000000e+01
2.080000000000000000e+02 6.670000000000000000e+02 2.760000000000000000e+02 3.000000000000000000e+01
2.110000000000000000e+02 6.500000000000000000e+02 2.770000000000000000e+02 3.800000000000000000e+01
2.090000000000000000e+02 6.570000000000000000e+02 2.780000000000000000e+02 3.000000000000000000e+01
2.140000000000000000e+02 6.540000000000000000e+02 2.720000000000000000e+02 3.700000000000000000e+01
2.000000000000000000e+02 6.590000000000000000e+02 2.790000000000000000e+02 3.700000000000000000e+01
2.050000000000000000e+02 6.560000000000000000e+02 2.780000000000000000e+02 3.800000000000000000e+01
2.100000000000000000e+02 6.600000000000000000e+02 2.770000000000000000e+02 3.800000000000000000e+01
2.020000000000000000e+02 6.590000000000000000e+02 2.790000000000000000e+02 3.700000000000000000e+01
2.140000000000000000e+02 6.620000000000000000e+02 2.720000000000000000e+02 3.200000000000000000e+01
2.110000000000000000e+02 6.530000000000000000e+02 2.780000000000000000e+02 3.900000000000000000e+01
2.090000000000000000e+02 6.660000000000000000e+02 2.780000000000000000e+02 3.300000000000000000e+01
2.110000000000000000e+02 6.560000000000000000e+02 2.750000000000000000e+02 3.300000000000000000e+01
2.100000000000000000e+02 6.570000000000000000e+02 2.800000000000000000e+02 3.600000000000000000e+01
2.170000000000000000e+02 6.620000000000000000e+02 2.710000000000000000e+02 3.600000000000000000e+01
2.100000000000000000e+02 6.560000000000000000e+02 2.790000000000000000e+02 4.000000000000000000e+01
2.090000000000000000e+02 6.630000000000000000e+02 2.810000000000000000e+02 3.800000000000000000e+01
2.120000000000000000e+02 6.540000000000000000e+02 2.720000000000000000e+02 3.700000000000000000e+01
2.110000000000000000e+02 6.600000000000000000e+02 2.790000000000000000e+02 3.900000000000000000e+01
2.090000000000000000e+02 6.670000000000000000e+02 2.780000000000000000e+02 3.400000000000000000e+01
2.060000000000000000e+02 6.550000000000000000e+02 2.770000000000000000e+02 3.900000000000000000e+01
2.070000000000000000e+02 6.610000000000000000e+02 2.770000000000000000e+02 3.200000000000000000e+01
2.090000000000000000e+02 6.580000000000000000e+02 2.720000000000000000e+02 3.700000000000000000e+01
2.080000000000000000e+02 6.520000000000000000e+02 2.790000000000000000e+02 3.600000000000000000e+01
2.170000000000000000e+02 6.560000000000000000e+02 2.760000000000000000e+02 3.400000000000000000e+01
2.120000000000000000e+02 6.490000000000000000e+02 2.730000000000000000e+02 3.500000000000000000e+01
2.090000000000000000e+02 6.590000000000000000e+02 2.780000000000000000e+02 3.100000000000000000e+01
2.070000000000000000e+02 6.500000000000000000e+02 2.710000000000000000e+02 3.300000000000000000e+01
2.040000000000000000e+02 6.640000000000000000e+02 2.790000000000000000e+02 3.700000000000000000e+01
2.140000000000000000e+02 6.570000000000000000e+02 2.730000000000000000e+02 3.100000000000000000e+01
2.050000000000000000e+02 6.540000000000000000e+02 2.780000000000000000e+02 3.500000000000000000e+01
2.080000000000000000e+02 6.610000000000000000e+02 2.790000000000000000e+02 3.400000000000000000e+01
2.080000000000000000e+02 6.720000000000000000e+02 2.740000000000000000e+02 3.300000000000000000e+01
2.020000000000000000e+02 6.600000000000000000e+02 2.790000000000000000e+02 3.400000000000000000e+01
2.170000000000000000e+02 6.620000000000000000e+02 2.750000000000000000e+02 3.300000000000000000e+01
2.100000000000000000e+02 6.570000000000000000e+02 2.760000000000000000e+02 3.300000000000000000e+01
2.040000000000000000e+02 6.650000000000000000e+02 2.800000000000000000e+02 3.600000000000000000e+01
2.090000000000000000e+02 6.610000000000000000e+02 2.750000000000000000e+02 3.400000000000000000e+01
2.110000000000000000e+02 6.610000000000000000e+02 2.780000000000000000e+02 3.300000000000000000e+01
2.140000000000000000e+02 6.600000000000000000e+02 2.780000000000000000e+02 3.400000000000000000e+01
2.050000000000000000e+02 6.580000000000000000e+02 2.740000000000000000e+02 3.700000000000000000e+01
2.100000000000000000e+02 6.640000000000000000e+02 2.830000000000000000e+02 3.500000000000000000e+01
2.120000000000000000e+02 6.630000000000000000e+02 2.800000000000000000e+02 3.300000000000000000e+01
2.040000000000000000e+02 6.570000000000000000e+02 2.790000000000000000e+02 3.900000000000000000e+01
2.120000000000000000e+02 6.590000000000000000e+02 2.770000000000000000e+02 3.400000000000000000e+01
2.150000000000000000e+02 6.600000000000000000e+02 2.740000000000000000e+02 3.800000000000000000e+01
2.070000000000000000e+02 6.630000000000000000e+02 2.810000000000000000e+02 4.000000000000000000e+01
2.090000000000000000e+02 6.660000000000000000e+02 2.740000000000000000e+02 3.000000000000000000e+01
2.050000000000000000e+02 6.550000000000000000e+02 2.780000000000000000e+02 2.900000000000000000e+01
2.120000000000000000e+02 6.650000000000000000e+02 2.790000000000000000e+02 3.400000000000000000e+01
2.110000000000000000e+02 6.600000000000000000e+02 2.740000000000000000e+02 3.100000000000000000e+01
2.060000000000000000e+02 6.570000000000000000e+02 2.790000000000000000e+02 3.600000000000000000e+01
2.040000000000000000e+02 6.630000000000000000e+02 2.730000000000000000e+02 3.500000000000000000e+01
2.060000000000000000e+02 6.520000000000000000e+02 2.760000000000000000e+02 3.700000000000000000e+01
2.080000000000000000e+02 6.570000000000000000e+02 2.800000000000000000e+02 3.400000000000000000e+01
2.050000000000000000e+02 6.580000000000000000e+02 2.750000000000000000e+02 3.300000000000000000e+01
2.080000000000000000e+02 6.540000000000000000e+02 2.770000000000000000e+02 3.600000000000000000e+01
2.050000000000000000e+02 6.610000000000000000e+02 2.790000000000000000e+02 3.200000000000000000e+01
2.070000000000000000e+02 6.530000000000000000e+02 2.730000000000000000e+02 3.100000000000000000e+01
2.050000000000000000e+02 6.630000000000000000e+02 2.810000000000000000e+02 3.600000000000000000e+01
2.100000000000000000e+02 6.570000000000000000e+02 2.730000000000000000e+02 3.100000000000000000e+01
2.100000000000000000e+02 6.600000000000000000e+02 2.730000000000000000e+02 3.700000000000000000e+01
2.130000000000000000e+02 6.610000000000000000e+02 2.790000000000000000e+02 3.000000000000000000e+01
2.110000000000000000e+02 6.530000000000000000e+02 2.730000000000000000e+02 3.800000000000000000e+01
2.090000000000000000e+02 6.600000000000000000e+02 2.770000000000000000e+02 3.500000000000000000e+01
2.070000000000000000e+02 6.560000000000000000e+02 2.760000000000000000e+02 3.500000000000000000e+01
2.070000000000000000e+02 6.490000000000000000e+02 2.780000000000000000e+02 3.700000000000000000e+01
2.130000000000000000e+02 6.630000000000000000e+02 2.800000000000000000e+02 3.400000000000000000e+01
2.080000000000000000e+02 6.580000000000000000e+02 2.780000000000000000e+02 3.600000000000000000e+01
2.080000000000000000e+02 6.570000000000000000e+02 2.810000000000000000e+02 4.300000000000000000e+01
2.120000000000000000e+02 6.610000000000000000e+02 2.720000000000000000e+02 3.100000000000000000e+01
2.080000000000000000e+02 6.590000000000000000e+02 2.750000000000000000e+02 4.100000000000000000e+01
2.090000000000000000e+02 6.680000000000000000e+02 2.790000000000000000e+02 3.500000000000000000e+01
2.140000000000000000e+02 6.550000000000000000e+02 2.730000000000000000e+02 3.400000000000000000e+01
2.140000000000000000e+02 6.540000000000000000e+02 2.750000000000000000e+02 3.500000000000000000e+01
2.110000000000000000e+02 6.650000000000000000e+02 2.760000000000000000e+02 3.600000000000000000e+01
2.070000000000000000e+02 6.560000000000000000e+02 2.770000000000000000e+02 4.000000000000000000e+01
2.130000000000000000e+02 6.540000000000000000e+02 2.790000000000000000e+02 3.500000000000000000e+01
2.040000000000000000e+02 6.590000000000000000e+02 2.800000000000000000e+02 3.700000000000000000e+01
2.010000000000000000e+02 6.610000000000000000e+02 2.800000000000000000e+02 3.600000000000000000e+01
2.110000000000000000e+02 6.620000000000000000e+02 2.760000000000000000e+02 3.100000000000000000e+01
2.080000000000000000e+02 6.560000000000000000e+02 2.760000000000000000e+02 3.900000000000000000e+01
2.060000000000000000e+02 6.640000000000000000e+02 2.780000000000000000e+02 3.000000000000000000e+01
2.010000000000000000e+02 6.510000000000000000e+02 2.720000000000000000e+02 3.200000000000000000e+01
2.110000000000000000e+02 6.330000000000000000e+02 2.730000000000000000e+02 3.300000000000000000e+01
2.080000000000000000e+02 6.640000000000000000e+02 2.780000000000000000e+02 3.200000000000000000e+01
2.030000000000000000e+02 6.560000000000000000e+02 2.770000000000000000e+02 3.500000000000000000e+01
2.110000000000000000e+02 6.560000000000000000e+02 2.730000000000000000e+02 3.000000000000000000e+01
2.120000000000000000e+02 6.590000000000000000e+02 2.740000000000000000e+02 4.000000000000000000e+01
2.060000000000000000e+02 6.560000000000000000e+02 2.810000000000000000e+02 3.300000000000000000e+01
2.110000000000000000e+02 6.650000000000000000e+02 2.780000000000000000e+02 3.100000000000000000e+01
2.130000000000000000e+02 6.590000000000000000e+02 2.780000000000000000e+02 3.100000000000000000e+01
2.080000000000000000e+02 6.690000000000000000e+02 2.800000000000000000e+02 3.200000000000000000e+01
2.100000000000000000e+02 6.520000000000000000e+02 2.730000000000000000e+02 3.400000000000000000e+01
2.160000000000000000e+02 6.590000000000000000e+02 2.790000000000000000e+02 3.400000000000000000e+01
2.110000000000000000e+02 6.680000000000000000e+02 2.770000000000000000e+02 3.200000000000000000e+01
2.070000000000000000e+02 6.600000000000000000e+02 2.760000000000000000e+02 3.600000000000000000e+01
2.070000000000000000e+02 6.690000000000000000e+02 2.790000000000000000e+02 3.100000000000000000e+01
2.130000000000000000e+02 6.580000000000000000e+02 2.720000000000000000e+02 3.300000000000000000e+01
2.060000000000000000e+02 6.550000000000000000e+02 2.790000000000000000e+02 3.900000000000000000e+01
2.150000000000000000e+02 6.660000000000000000e+02 2.770000000000000000e+02 3.100000000000000000e+01
2.110000000000000000e+02 6.620000000000000000e+02 2.740000000000000000e+02 3.300000000000000000e+01
2.060000000000000000e+02 6.590000000000000000e+02 2.760000000000000000e+02 3.600000000000000000e+01
2.110000000000000000e+02 6.630000000000000000e+02 2.730000000000000000e+02 3.200000000000000000e+01
2.120000000000000000e+02 6.670000000000000000e+02 2.780000000000000000e+02 2.900000000000000000e+01
2.110000000000000000e+02 6.630000000000000000e+02 2.780000000000000000e+02 3.200000000000000000e+01
2.110000000000000000e+02 6.570000000000000000e+02 2.760000000000000000e+02 3.300000000000000000e+01
2.080000000000000000e+02 6.600000000000000000e+02 2.730000000000000000e+02 3.100000000000000000e+01
2.130000000000000000e+02 6.600000000000000000e+02 2.720000000000000000e+02 3.300000000000000000e+01
2.020000000000000000e+02 6.590000000000000000e+02 2.770000000000000000e+02 3.700000000000000000e+01
2.070000000000000000e+02 6.590000000000000000e+02 2.760000000000000000e+02 3.200000000000000000e+01
2.100000000000000000e+02 6.500000000000000000e+02 2.740000000000000000e+02 3.900000000000000000e+01
2.110000000000000000e+02 6.560000000000000000e+02 2.790000000000000000e+02 3.200000000000000000e+01
2.090000000000000000e+02 6.580000000000000000e+02 2.750000000000000000e+02 3.400000000000000000e+01
2.090000000000000000e+02 6.510000000000000000e+02 2.780000000000000000e+02 3.600000000000000000e+01
2.070000000000000000e+02 6.650000000000000000e+02 2.800000000000000000e+02 3.200000000000000000e+01
2.050000000000000000e+02 6.550000000000000000e+02 2.730000000000000000e+02 3.100000000000000000e+01
2.100000000000000000e+02 6.520000000000000000e+02 2.780000000000000000e+02 3.200000000000000000e+01
2.060000000000000000e+02 6.600000000000000000e+02 2.780000000000000000e+02 3.100000000000000000e+01
2.060000000000000000e+02 6.520000000000000000e+02 2.770000000000000000e+02 3.600000000000000000e+01
2.110000000000000000e+02 6.520000000000000000e+02 2.780000000000000000e+02 3.100000000000000000e+01
2.100000000000000000e+02 6.580000000000000000e+02 2.720000000000000000e+02 3.400000000000000000e+01
2.040000000000000000e+02 6.550000000000000000e+02 2.800000000000000000e+02 3.700000000000000000e+01
2.080000000000000000e+02 6.530000000000000000e+02 2.800000000000000000e+02 3.400000000000000000e+01
2.130000000000000000e+02 6.550000000000000000e+02 2.720000000000000000e+02 3.700000000000000000e+01
2.060000000000000000e+02 6.610000000000000000e+02 2.800000000000000000e+02 3.900000000000000000e+01
2.080000000000000000e+02 6.640000000000000000e+02 2.750000000000000000e+02 3.200000000000000000e+01
2.140000000000000000e+02 6.500000000000000000e+02 2.720000000000000000e+02 3.800000000000000000e+01
2.100000000000000000e+02 6.690000000000000000e+02 2.780000000000000000e+02 3.000000000000000000e+01
2.100000000000000000e+02 6.560000000000000000e+02 2.740000000000000000e+02 3.800000000000000000e+01
2.090000000000000000e+02 6.590000000000000000e+02 2.790000000000000000e+02 3.600000000000000000e+01
2.150000000000000000e+02 6.660000000000000000e+02 2.720000000000000000e+02 3.300000000000000000e+01
2.010000000000000000e+02 6.570000000000000000e+02 2.790000000000000000e+02 3.700000000000000000e+01
2.180000000000000000e+02 6.550000000000000000e+02 2.760000000000000000e+02 3.500000000000000000e+01
2.080000000000000000e+02 6.570000000000000000e+02 2.730000000000000000e+02 3.500000000000000000e+01
2.020000000000000000e+02 6.610000000000000000e+02 2.790000000000000000e+02 3.500000000000000000e+01
2.100000000000000000e+02 6.620000000000000000e+02 2.710000000000000000e+02 3.100000000000000000e+01
2.080000000000000000e+02 6.490000000000000000e+02 2.790000000000000000e+02 3.300000000000000000e+01
2.100000000000000000e+02 6.640000000000000000e+02 2.820000000000000000e+02 3.400000000000000000e+01
2.000000000000000000e+02 6.570000000000000000e+02 2.720000000000000000e+02 3.500000000000000000e+01
2.040000000000000000e+02 6.550000000000000000e+02 2.750000000000000000e+02 3.800000000000000000e+01
2.090000000000000000e+02 6.600000000000000000e+02 2.750000000000000000e+02 3.200000000000000000e+01
2.050000000000000000e+02 6.560000000000000000e+02 2.770000000000000000e+02 3.500000000000000000e+01
2.060000000000000000e+02 6.590000000000000000e+02 2.690000000000000000e+02 3.500000000000000000e+01
2.160000000000000000e+02 6.520000000000000000e+02 2.760000000000000000e+02 3.900000000000000000e+01
2.010000000000000000e+02 6.670000000000000000e+02 2.790000000000000000e+02 3.500000000000000000e+01
2.050000000000000000e+02 6.650000000000000000e+02 2.780000000000000000e+02 3.700000000000000000e+01
2.100000000000000000e+02 6.480000000000000000e+02 2.790000000000000000e+02 3.600000000000000000e+01
2.090000000000000000e+02 6.690000000000000000e+02 2.780000000000000000e+02 3.300000000000000000e+01
2.070000000000000000e+02 6.570000000000000000e+02 2.750000000000000000e+02 3.400000000000000000e+01
2.090000000000000000e+02 6.590000000000000000e+02 2.800000000000000000e+02 3.300000000000000000e+01
2.190000000000000000e+02 6.600000000000000000e+02 2.760000000000000000e+02 3.400000000000000000e+01
2.070000000000000000e+02 6.620000000000000000e+02 2.770000000000000000e+02 3.800000000000000000e+01
2.100000000000000000e+02 6.670000000000000000e+02 2.780000000000000000e+02 3.400000000000000000e+01
2.140000000000000000e+02 6.600000000000000000e+02 2.760000000000000000e+02 3.500000000000000000e+01
2.080000000000000000e+02 6.650000000000000000e+02 2.800000000000000000e+02 4.000000000000000000e+01
2.140000000000000000e+02 6.500000000000000000e+02 2.730000000000000000e+02 3.500000000000000000e+01
2.110000000000000000e+02 6.520000000000000000e+02 2.770000000000000000e+02 4.100000000000000000e+01
